VFGID,VFID,VFCID
VFG006791,VF0063,VFC0235
VFG006793,VF0067,VFC0235
VFG006794,VF0787,VFC0315
VFG006795,VF0787,VFC0315
VFG006796,VF0787,VFC0315
VFG006797,VF0787,VFC0315
VFG006798,VF0788,VFC0315
VFG006799,VF0788,VFC0315
VFG006800,VF0788,VFC0315
VFG006801,VF0788,VFC0315
VFG006802,VF0789,VFC0315
VFG006803,VF0789,VFC0315
VFG006804,VF0789,VFC0315
VFG006805,VF0789,VFC0315
VFG006806,VF0790,VFC0315
VFG006807,VF0790,VFC0315
VFG006808,VF0790,VFC0315
VFG006809,VF0790,VFC0315
VFG006811,VF0351,VFC0315
VFG006812,VF0351,VFC0315
VFG006813,VF0351,VFC0315
VFG006815,VF0350,VFC0282
VFG006818,VF0791,VFC0301
VFG006820,VF0791,VFC0301
VFG006821,VF0791,VFC0301
VFG006822,VF0791,VFC0301
VFG006823,VF0791,VFC0301
VFG006824,VF0791,VFC0301
VFG006825,VF0791,VFC0301
VFG006826,VF0792,VFC0301
VFG006830,VF0792,VFC0301
VFG006832,VF0792,VFC0301
VFG006833,VF0792,VFC0301
VFG006834,VF0793,VFC0301
VFG006836,VF0793,VFC0301
VFG006837,VF0793,VFC0301
VFG006838,VF0793,VFC0301
VFG006840,VF0793,VFC0301
VFG006842,VF0794,VFC0301
VFG006843,VF0794,VFC0301
VFG006844,VF0794,VFC0301
VFG006845,VF0794,VFC0301
VFG006846,VF0794,VFC0301
VFG006851,VF0126,VFC0001
VFG006852,VF0126,VFC0001
VFG006854,VF0126,VFC0001
VFG006855,VF0126,VFC0001
VFG006857,VF0126,VFC0001
VFG006858,VF0126,VFC0001
VFG006860,VF0126,VFC0001
VFG006861,VF0126,VFC0001
VFG006866,VF0126,VFC0001
VFG006868,VF0126,VFC0001
VFG006869,VF0126,VFC0001
VFG006871,VF0126,VFC0001
VFG006872,VF0126,VFC0001
VFG006875,VF0126,VFC0001
VFG006877,VF0126,VFC0001
VFG006878,VF0126,VFC0001
VFG006884,VF0126,VFC0001
VFG006886,VF0126,VFC0001
VFG006888,VF0126,VFC0001
VFG006892,VF0127,VFC0346
VFG006896,VF0609,VFC0001
VFG006898,VF0609,VFC0001
VFG006899,VF0609,VFC0001
VFG006900,VF0609,VFC0001
VFG006901,VF0609,VFC0001
VFG006902,VF0609,VFC0001
VFG006904,VF0609,VFC0001
VFG006905,VF0609,VFC0001
VFG006906,VF0609,VFC0001
VFG006907,VF0609,VFC0001
VFG006908,VF0609,VFC0001
VFG006910,VF0609,VFC0001
VFG006911,VF0609,VFC0001
VFG006912,VF0609,VFC0001
VFG006913,VF0609,VFC0001
VFG006914,VF0609,VFC0001
VFG006916,VF0609,VFC0001
VFG006917,VF0613,VFC0086
VFG006918,VF0609,VFC0001
VFG006919,VF0609,VFC0001
VFG006920,VF0515,VFC0001
VFG006921,VF0515,VFC0001
VFG006922,VF0515,VFC0001
VFG006923,VF0515,VFC0001
VFG006925,VF0515,VFC0001
VFG006926,VF0515,VFC0001
VFG006927,VF0515,VFC0001
VFG006928,VF0515,VFC0001
VFG006929,VF0515,VFC0001
VFG006930,VF0515,VFC0001
VFG006931,VF0515,VFC0001
VFG006932,VF0515,VFC0001
VFG006934,VF0515,VFC0001
VFG006935,VF0515,VFC0001
VFG006937,VF0515,VFC0001
VFG006938,VF0515,VFC0001
VFG006940,VF0515,VFC0001
VFG006941,VF0515,VFC0001
VFG006943,VF0515,VFC0001
VFG006944,VF0515,VFC0001
VFG006946,VF0515,VFC0001
VFG006947,VF0515,VFC0001
VFG006948,VF0515,VFC0001
VFG006949,VF0515,VFC0001
VFG006950,VF0515,VFC0001
VFG006952,VF0515,VFC0001
VFG006953,VF0515,VFC0001
VFG006954,VF0515,VFC0001
VFG006955,VF0515,VFC0001
VFG006956,VF0515,VFC0001
VFG006958,VF0515,VFC0001
VFG006959,VF0515,VFC0001
VFG006960,VF0515,VFC0001
VFG006961,VF0515,VFC0001
VFG006962,VF0515,VFC0001
VFG006964,VF0515,VFC0001
VFG006965,VF0515,VFC0001
VFG006967,VF0515,VFC0001
VFG006968,VF0515,VFC0001
VFG006970,VF0515,VFC0001
VFG006971,VF0515,VFC0001
VFG006973,VF0515,VFC0001
VFG006974,VF0515,VFC0001
VFG006976,VF0515,VFC0001
VFG006977,VF0515,VFC0001
VFG006978,VF0515,VFC0001
VFG006979,VF0515,VFC0001
VFG006980,VF0515,VFC0001
VFG006982,VF0515,VFC0001
VFG006983,VF0515,VFC0001
VFG006985,VF0515,VFC0001
VFG006986,VF0515,VFC0001
VFG006988,VF0515,VFC0001
VFG006989,VF0515,VFC0001
VFG006990,VF0515,VFC0001
VFG006991,VF0515,VFC0001
VFG006992,VF0515,VFC0001
VFG006994,VF0515,VFC0001
VFG006995,VF0515,VFC0001
VFG006996,VF0515,VFC0001
VFG006997,VF0515,VFC0001
VFG006998,VF0515,VFC0001
VFG007000,VF0515,VFC0001
VFG007001,VF0515,VFC0001
VFG007002,VF0515,VFC0001
VFG007003,VF0515,VFC0001
VFG007009,VF0129,VFC0235
VFG007011,VF0129,VFC0235
VFG007013,VF0130,VFC0235
VFG007015,VF0130,VFC0235
VFG007017,VF0265,VFC0235
VFG007018,VF0265,VFC0235
VFG007019,VF0265,VFC0235
VFG007020,VF0265,VFC0235
VFG007021,VF0265,VFC0235
VFG007023,VF0265,VFC0235
VFG007025,VF0265,VFC0235
VFG007026,VF0265,VFC0235
VFG007027,VF0265,VFC0235
VFG007029,VF0265,VFC0235
VFG007030,VF0265,VFC0235
VFG007031,VF0517,VFC0235
VFG007032,VF0517,VFC0235
VFG007033,VF0610,VFC0235
VFG007035,VF0610,VFC0235
VFG007036,VF0610,VFC0235
VFG007038,VF0516,VFC0235
VFG007040,VF0611,VFC0235
VFG007041,VF0611,VFC0235
VFG007043,VF0613,VFC0086
VFG007044,VF0613,VFC0086
VFG007045,VF0613,VFC0086
VFG007046,VF0613,VFC0086
VFG007047,VF0613,VFC0086
VFG007049,VF0613,VFC0086
VFG007050,VF0613,VFC0086
VFG007051,VF0613,VFC0086
VFG007053,VF0613,VFC0086
VFG007055,VF0613,VFC0086
VFG007056,VF0613,VFC0086
VFG007057,VF0613,VFC0086
VFG007058,VF0613,VFC0086
VFG007059,VF0613,VFC0086
VFG007061,VF0613,VFC0086
VFG007062,VF0613,VFC0086
VFG007063,VF0613,VFC0086
VFG007065,VF0613,VFC0086
VFG007067,VF0613,VFC0086
VFG007068,VF0613,VFC0086
VFG007069,VF0613,VFC0086
VFG007070,VF0613,VFC0086
VFG007071,VF0613,VFC0086
VFG007073,VF0613,VFC0086
VFG007074,VF0613,VFC0086
VFG007075,VF0613,VFC0086
VFG007076,VF0613,VFC0086
VFG007077,VF0613,VFC0086
VFG007079,VF0613,VFC0086
VFG007080,VF0613,VFC0086
VFG007081,VF0613,VFC0086
VFG007082,VF0613,VFC0086
VFG007083,VF0613,VFC0086
VFG007085,VF0613,VFC0086
VFG007086,VF0613,VFC0086
VFG007087,VF0613,VFC0086
VFG007088,VF0613,VFC0086
VFG007089,VF0613,VFC0086
VFG007091,VF0613,VFC0086
VFG007092,VF0613,VFC0086
VFG007093,VF0613,VFC0086
VFG007095,VF0613,VFC0086
VFG007097,VF0613,VFC0086
VFG007098,VF0613,VFC0086
VFG007099,VF0613,VFC0086
VFG007100,VF0613,VFC0086
VFG007101,VF0613,VFC0086
VFG007103,VF0613,VFC0086
VFG007104,VF0613,VFC0086
VFG007105,VF0613,VFC0086
VFG007106,VF0613,VFC0086
VFG007107,VF0613,VFC0086
VFG007109,VF0613,VFC0086
VFG007110,VF0613,VFC0086
VFG007111,VF0613,VFC0086
VFG007112,VF0613,VFC0086
VFG007113,VF0613,VFC0086
VFG007117,VF0335,VFC0086
VFG007119,VF0335,VFC0086
VFG007131,VF0335,VFC0086
VFG007136,VF0335,VFC0086
VFG007137,VF0634,VFC0086
VFG007139,VF0634,VFC0086
VFG007140,VF0335,VFC0086
VFG007141,VF0634,VFC0086
VFG007142,VF0335,VFC0086
VFG007143,VF0634,VFC0086
VFG007145,VF0634,VFC0086
VFG007146,VF0408,VFC0086
VFG007147,VF0408,VFC0086
VFG007148,VF0408,VFC0086
VFG007149,VF0408,VFC0086
VFG007150,VF0408,VFC0086
VFG007151,VF0408,VFC0086
VFG007152,VF0408,VFC0086
VFG007153,VF0408,VFC0086
VFG007154,VF0408,VFC0086
VFG007155,VF0408,VFC0086
VFG007156,VF0408,VFC0086
VFG007157,VF0408,VFC0086
VFG007158,VF0408,VFC0086
VFG007159,VF0408,VFC0086
VFG007160,VF0408,VFC0086
VFG007161,VF0408,VFC0086
VFG007162,VF0408,VFC0086
VFG007163,VF0408,VFC0086
VFG007164,VF0408,VFC0086
VFG007165,VF0408,VFC0086
VFG007166,VF0408,VFC0086
VFG007167,VF0408,VFC0086
VFG007168,VF0408,VFC0086
VFG007169,VF0408,VFC0086
VFG007170,VF0408,VFC0086
VFG007171,VF0408,VFC0086
VFG007172,VF0408,VFC0086
VFG007173,VF0408,VFC0086
VFG007174,VF0408,VFC0086
VFG007175,VF0408,VFC0086
VFG007176,VF0408,VFC0086
VFG007177,VF0408,VFC0086
VFG007178,VF0408,VFC0086
VFG007179,VF0408,VFC0086
VFG007180,VF0632,VFC0086
VFG007181,VF0632,VFC0086
VFG007182,VF0632,VFC0086
VFG007183,VF0632,VFC0086
VFG007184,VF0409,VFC0086
VFG007185,VF0409,VFC0086
VFG007186,VF0409,VFC0086
VFG007187,VF0409,VFC0086
VFG007188,VF0409,VFC0086
VFG007189,VF0409,VFC0086
VFG007190,VF0633,VFC0086
VFG007191,VF0409,VFC0086
VFG007192,VF0409,VFC0086
VFG007193,VF0409,VFC0086
VFG007194,VF0409,VFC0086
VFG007195,VF0409,VFC0086
VFG007196,VF0626,VFC0272
VFG007198,VF0626,VFC0272
VFG007200,VF0626,VFC0272
VFG007201,VF0626,VFC0272
VFG007202,VF0626,VFC0272
VFG007203,VF0626,VFC0272
VFG007204,VF0626,VFC0272
VFG007206,VF0626,VFC0272
VFG007208,VF0626,VFC0272
VFG007210,VF0626,VFC0272
VFG007212,VF0626,VFC0272
VFG007214,VF0626,VFC0272
VFG007215,VF0626,VFC0272
VFG007216,VF0626,VFC0272
VFG007218,VF0626,VFC0272
VFG007219,VF0626,VFC0272
VFG007221,VF0626,VFC0272
VFG007222,VF0626,VFC0272
VFG007223,VF0626,VFC0272
VFG007224,VF0626,VFC0272
VFG007226,VF0626,VFC0272
VFG007227,VF0626,VFC0272
VFG007228,VF0640,VFC0272
VFG007230,VF0640,VFC0272
VFG007231,VF0640,VFC0272
VFG007232,VF0627,VFC0272
VFG007234,VF0627,VFC0272
VFG007236,VF0627,VFC0272
VFG007238,VF0627,VFC0272
VFG007240,VF0638,VFC0272
VFG007242,VF0638,VFC0272
VFG007243,VF0638,VFC0272
VFG007245,VF0638,VFC0272
VFG007247,VF0638,VFC0272
VFG007248,VF0638,VFC0272
VFG007249,VF0638,VFC0272
VFG007250,VF0638,VFC0272
VFG007252,VF0638,VFC0272
VFG007253,VF0638,VFC0272
VFG007254,VF0638,VFC0272
VFG007255,VF0638,VFC0272
VFG007257,VF0638,VFC0272
VFG007258,VF0638,VFC0272
VFG007259,VF0638,VFC0272
VFG007261,VF0639,VFC0272
VFG007262,VF0639,VFC0272
VFG007263,VF0628,VFC0272
VFG007264,VF0628,VFC0272
VFG007265,VF0628,VFC0272
VFG007266,VF0629,VFC0272
VFG007268,VF0629,VFC0272
VFG007270,VF0629,VFC0272
VFG007271,VF0629,VFC0272
VFG007272,VF0641,VFC0272
VFG007273,VF0641,VFC0272
VFG007274,VF0641,VFC0272
VFG007275,VF0641,VFC0272
VFG007276,VF0641,VFC0272
VFG007277,VF0641,VFC0272
VFG007278,VF0642,VFC0272
VFG007279,VF0642,VFC0272
VFG007280,VF0620,VFC0251
VFG007281,VF0620,VFC0251
VFG007282,VF0620,VFC0251
VFG007283,VF0620,VFC0251
VFG007286,VF0519,VFC0204
VFG007288,VF0519,VFC0204
VFG007289,VF0519,VFC0204
VFG007290,VF0519,VFC0204
VFG007291,VF0519,VFC0204
VFG007292,VF0519,VFC0204
VFG007294,VF0519,VFC0204
VFG007295,VF0519,VFC0204
VFG007297,VF0519,VFC0204
VFG007298,VF0519,VFC0204
VFG007300,VF0519,VFC0204
VFG007301,VF0519,VFC0204
VFG007303,VF0519,VFC0204
VFG007304,VF0519,VFC0204
VFG007306,VF0519,VFC0204
VFG007307,VF0519,VFC0204
VFG007308,VF0519,VFC0204
VFG007309,VF0519,VFC0204
VFG007310,VF0519,VFC0204
VFG007312,VF0519,VFC0204
VFG007313,VF0519,VFC0204
VFG007314,VF0519,VFC0204
VFG007315,VF0519,VFC0204
VFG007316,VF0519,VFC0204
VFG007318,VF0519,VFC0204
VFG007319,VF0519,VFC0204
VFG007321,VF0519,VFC0204
VFG007322,VF0519,VFC0204
VFG007324,VF0519,VFC0204
VFG007325,VF0519,VFC0204
VFG007326,VF0519,VFC0204
VFG007327,VF0519,VFC0204
VFG007328,VF0519,VFC0204
VFG007330,VF0519,VFC0204
VFG007331,VF0519,VFC0204
VFG007333,VF0519,VFC0204
VFG007334,VF0519,VFC0204
VFG007336,VF0519,VFC0204
VFG007337,VF0519,VFC0204
VFG007338,VF0519,VFC0204
VFG007339,VF0519,VFC0204
VFG007340,VF0519,VFC0204
VFG007342,VF0519,VFC0204
VFG007343,VF0519,VFC0204
VFG007345,VF0519,VFC0204
VFG007346,VF0519,VFC0204
VFG007348,VF0519,VFC0204
VFG007349,VF0519,VFC0204
VFG007351,VF0519,VFC0204
VFG007352,VF0519,VFC0204
VFG007354,VF0519,VFC0204
VFG007355,VF0519,VFC0204
VFG007357,VF0519,VFC0204
VFG007358,VF0519,VFC0204
VFG007360,VF0519,VFC0204
VFG007361,VF0519,VFC0204
VFG007363,VF0519,VFC0204
VFG007364,VF0519,VFC0204
VFG007365,VF0519,VFC0204
VFG007366,VF0519,VFC0204
VFG007367,VF0519,VFC0204
VFG007368,VF0519,VFC0204
VFG007369,VF0519,VFC0204
VFG007370,VF0519,VFC0204
VFG007372,VF0519,VFC0204
VFG007373,VF0519,VFC0204
VFG007375,VF0519,VFC0204
VFG007376,VF0519,VFC0204
VFG007378,VF0519,VFC0204
VFG007379,VF0519,VFC0204
VFG007380,VF0519,VFC0204
VFG007381,VF0519,VFC0204
VFG007382,VF0519,VFC0204
VFG007384,VF0519,VFC0204
VFG007385,VF0519,VFC0204
VFG007387,VF0519,VFC0204
VFG007388,VF0519,VFC0204
VFG007390,VF0519,VFC0204
VFG007391,VF0519,VFC0204
VFG007393,VF0519,VFC0204
VFG007394,VF0519,VFC0204
VFG007396,VF0519,VFC0204
VFG007397,VF0519,VFC0204
VFG007398,VF0519,VFC0204
VFG007399,VF0519,VFC0204
VFG007400,VF0519,VFC0204
VFG007402,VF0519,VFC0204
VFG007403,VF0519,VFC0204
VFG007404,VF0519,VFC0204
VFG007405,VF0519,VFC0204
VFG007406,VF0519,VFC0204
VFG007408,VF0519,VFC0204
VFG007409,VF0519,VFC0204
VFG007411,VF0519,VFC0204
VFG007412,VF0519,VFC0204
VFG007414,VF0519,VFC0204
VFG007415,VF0519,VFC0204
VFG007417,VF0519,VFC0204
VFG007418,VF0519,VFC0204
VFG007420,VF0519,VFC0204
VFG007421,VF0519,VFC0204
VFG007423,VF0519,VFC0204
VFG007424,VF0519,VFC0204
VFG007425,VF0519,VFC0204
VFG007426,VF0519,VFC0204
VFG007427,VF0519,VFC0204
VFG007429,VF0519,VFC0204
VFG007430,VF0519,VFC0204
VFG007432,VF0519,VFC0204
VFG007433,VF0519,VFC0204
VFG007435,VF0519,VFC0204
VFG007436,VF0519,VFC0204
VFG007438,VF0519,VFC0204
VFG007439,VF0519,VFC0204
VFG007441,VF0519,VFC0204
VFG007442,VF0519,VFC0204
VFG007444,VF0519,VFC0204
VFG007445,VF0519,VFC0204
VFG007446,VF0519,VFC0204
VFG007447,VF0519,VFC0204
VFG007448,VF0519,VFC0204
VFG007450,VF0519,VFC0204
VFG007451,VF0519,VFC0204
VFG007452,VF0519,VFC0204
VFG007453,VF0519,VFC0204
VFG007454,VF0519,VFC0204
VFG007455,VF0519,VFC0204
VFG007456,VF0519,VFC0204
VFG007457,VF0519,VFC0204
VFG007458,VF0519,VFC0204
VFG007459,VF0519,VFC0204
VFG007460,VF0519,VFC0204
VFG007462,VF0519,VFC0204
VFG007463,VF0519,VFC0204
VFG007465,VF0519,VFC0204
VFG007466,VF0519,VFC0204
VFG007468,VF0519,VFC0204
VFG007469,VF0519,VFC0204
VFG007471,VF0519,VFC0204
VFG007472,VF0519,VFC0204
VFG007474,VF0519,VFC0204
VFG007475,VF0519,VFC0204
VFG007476,VF0519,VFC0204
VFG007477,VF0519,VFC0204
VFG007478,VF0519,VFC0204
VFG007480,VF0519,VFC0204
VFG007481,VF0519,VFC0204
VFG007483,VF0519,VFC0204
VFG007484,VF0519,VFC0204
VFG007486,VF0519,VFC0204
VFG007487,VF0519,VFC0204
VFG007488,VF0519,VFC0204
VFG007489,VF0519,VFC0204
VFG007490,VF0519,VFC0204
VFG007492,VF0519,VFC0204
VFG007493,VF0519,VFC0204
VFG007495,VF0519,VFC0204
VFG007496,VF0519,VFC0204
VFG007498,VF0519,VFC0204
VFG007499,VF0519,VFC0204
VFG007501,VF0519,VFC0204
VFG007502,VF0519,VFC0204
VFG007504,VF0519,VFC0204
VFG007505,VF0519,VFC0204
VFG007507,VF0519,VFC0204
VFG007508,VF0519,VFC0204
VFG007510,VF0519,VFC0204
VFG007511,VF0519,VFC0204
VFG007512,VF0519,VFC0204
VFG007513,VF0519,VFC0204
VFG007514,VF0519,VFC0204
VFG007516,VF0519,VFC0204
VFG007517,VF0519,VFC0204
VFG007518,VF0519,VFC0204
VFG007519,VF0519,VFC0204
VFG007520,VF0519,VFC0204
VFG007522,VF0519,VFC0204
VFG007523,VF0519,VFC0204
VFG007525,VF0519,VFC0204
VFG007526,VF0519,VFC0204
VFG007528,VF0519,VFC0204
VFG007529,VF0519,VFC0204
VFG007531,VF0519,VFC0204
VFG007532,VF0519,VFC0204
VFG007536,VF0519,VFC0204
VFG007537,VF0519,VFC0204
VFG007538,VF0519,VFC0204
VFG007540,VF0519,VFC0204
VFG007541,VF0519,VFC0204
VFG007542,VF0519,VFC0204
VFG007543,VF0519,VFC0204
VFG007544,VF0519,VFC0204
VFG007546,VF0519,VFC0204
VFG007547,VF0519,VFC0204
VFG007549,VF0519,VFC0204
VFG007550,VF0519,VFC0204
VFG007552,VF0519,VFC0204
VFG007553,VF0519,VFC0204
VFG007554,VF0519,VFC0204
VFG007555,VF0519,VFC0204
VFG007556,VF0519,VFC0204
VFG007558,VF0519,VFC0204
VFG007559,VF0519,VFC0204
VFG007560,VF0519,VFC0204
VFG007561,VF0519,VFC0204
VFG007562,VF0519,VFC0204
VFG007564,VF0519,VFC0204
VFG007565,VF0519,VFC0204
VFG007567,VF0519,VFC0204
VFG007568,VF0519,VFC0204
VFG007570,VF0519,VFC0204
VFG007571,VF0519,VFC0204
VFG007573,VF0519,VFC0204
VFG007574,VF0519,VFC0204
VFG007576,VF0519,VFC0204
VFG007577,VF0519,VFC0204
VFG007579,VF0519,VFC0204
VFG007580,VF0519,VFC0204
VFG007582,VF0519,VFC0204
VFG007583,VF0519,VFC0204
VFG007585,VF0519,VFC0204
VFG007586,VF0519,VFC0204
VFG007588,VF0519,VFC0204
VFG007589,VF0519,VFC0204
VFG007591,VF0519,VFC0204
VFG007592,VF0519,VFC0204
VFG007593,VF0519,VFC0204
VFG007594,VF0519,VFC0204
VFG007595,VF0519,VFC0204
VFG007597,VF0519,VFC0204
VFG007598,VF0519,VFC0204
VFG007600,VF0519,VFC0204
VFG007601,VF0519,VFC0204
VFG007603,VF0519,VFC0204
VFG007604,VF0519,VFC0204
VFG007606,VF0519,VFC0204
VFG007607,VF0519,VFC0204
VFG007609,VF0519,VFC0204
VFG007610,VF0519,VFC0204
VFG007611,VF0519,VFC0204
VFG007612,VF0519,VFC0204
VFG007613,VF0519,VFC0204
VFG007614,VF0519,VFC0204
VFG007615,VF0519,VFC0204
VFG007616,VF0519,VFC0204
VFG007618,VF0519,VFC0204
VFG007619,VF0519,VFC0204
VFG007621,VF0519,VFC0204
VFG007622,VF0624,VFC0258
VFG007623,VF0624,VFC0258
VFG007624,VF0624,VFC0258
VFG007626,VF0624,VFC0258
VFG007627,VF0624,VFC0258
VFG007628,VF0624,VFC0258
VFG007629,VF0624,VFC0258
VFG007630,VF0624,VFC0258
VFG007631,VF0624,VFC0258
VFG007632,VF0624,VFC0258
VFG007633,VF0624,VFC0258
VFG007635,VF0624,VFC0258
VFG007636,VF0624,VFC0258
VFG007637,VF0624,VFC0258
VFG007639,VF0624,VFC0258
VFG007640,VF0624,VFC0258
VFG007641,VF0624,VFC0258
VFG007642,VF0624,VFC0258
VFG007643,VF0624,VFC0258
VFG007644,VF0624,VFC0258
VFG007645,VF0624,VFC0258
VFG007646,VF0624,VFC0258
VFG007647,VF0624,VFC0258
VFG007648,VF0624,VFC0258
VFG007649,VF0624,VFC0258
VFG007650,VF0624,VFC0258
VFG007651,VF0624,VFC0258
VFG007653,VF0624,VFC0258
VFG007654,VF0624,VFC0258
VFG007655,VF0624,VFC0258
VFG007656,VF0624,VFC0258
VFG007657,VF0624,VFC0258
VFG007658,VF0624,VFC0258
VFG007659,VF0624,VFC0258
VFG007660,VF0624,VFC0258
VFG007661,VF0624,VFC0258
VFG007662,VF0624,VFC0258
VFG007663,VF0624,VFC0258
VFG007664,VF0624,VFC0258
VFG007665,VF0624,VFC0258
VFG007667,VF0624,VFC0258
VFG007668,VF0624,VFC0258
VFG007669,VF0624,VFC0258
VFG007670,VF0624,VFC0258
VFG007672,VF0624,VFC0258
VFG007673,VF0624,VFC0258
VFG007674,VF0624,VFC0258
VFG007675,VF0624,VFC0258
VFG007677,VF0624,VFC0258
VFG007678,VF0624,VFC0258
VFG007680,VF0624,VFC0258
VFG007683,VF0624,VFC0258
VFG007684,VF0624,VFC0258
VFG007685,VF0624,VFC0258
VFG007686,VF0624,VFC0258
VFG007687,VF0624,VFC0258
VFG007688,VF0624,VFC0258
VFG007689,VF0624,VFC0258
VFG007690,VF0624,VFC0258
VFG007691,VF0624,VFC0258
VFG007692,VF0624,VFC0258
VFG007693,VF0624,VFC0258
VFG007694,VF0624,VFC0258
VFG007695,VF0624,VFC0258
VFG007696,VF0624,VFC0258
VFG007697,VF0624,VFC0258
VFG007698,VF0624,VFC0258
VFG007699,VF0624,VFC0258
VFG007705,VF0312,VFC0346
VFG007706,VF0312,VFC0346
VFG007707,VF0312,VFC0346
VFG007708,VF0312,VFC0346
VFG007709,VF0312,VFC0346
VFG007710,VF0312,VFC0346
VFG007711,VF0312,VFC0346
VFG007712,VF0312,VFC0346
VFG007717,VF0313,VFC0001
VFG007720,VF0313,VFC0001
VFG007721,VF0313,VFC0001
VFG007722,VF0313,VFC0001
VFG007723,VF0313,VFC0001
VFG007724,VF0313,VFC0001
VFG007725,VF0313,VFC0001
VFG007726,VF0313,VFC0001
VFG007727,VF0313,VFC0001
VFG007735,VF0285,VFC0346
VFG007736,VF0285,VFC0346
VFG007737,VF0285,VFC0346
VFG007738,VF0285,VFC0346
VFG007739,VF0285,VFC0346
VFG007740,VF0285,VFC0346
VFG007741,VF0285,VFC0346
VFG007742,VF0285,VFC0346
VFG007744,VF0802,VFC0346
VFG007749,VF0802,VFC0346
VFG007750,VF0802,VFC0346
VFG007751,VF0802,VFC0346
VFG007752,VF0802,VFC0346
VFG007753,VF0802,VFC0346
VFG007757,VF0314,VFC0346
VFG007759,VF0314,VFC0346
VFG007760,VF0314,VFC0346
VFG007761,VF0314,VFC0346
VFG007762,VF0314,VFC0346
VFG007763,VF0314,VFC0346
VFG007764,VF0314,VFC0346
VFG007765,VF0314,VFC0346
VFG007766,VF0314,VFC0346
VFG007771,VF0309,VFC0258
VFG007773,VF0309,VFC0258
VFG007774,VF0309,VFC0258
VFG007775,VF0309,VFC0258
VFG007776,VF0309,VFC0258
VFG007777,VF0309,VFC0258
VFG007778,VF0309,VFC0258
VFG007783,VF0309,VFC0258
VFG007784,VF0309,VFC0258
VFG007785,VF0309,VFC0258
VFG007786,VF0319,VFC0272
VFG007787,VF0319,VFC0272
VFG007788,VF0319,VFC0272
VFG007789,VF0811,VFC0272
VFG007790,VF0811,VFC0272
VFG007792,VF0811,VFC0272
VFG007794,VF0811,VFC0272
VFG007804,VF0811,VFC0272
VFG007811,VF0811,VFC0272
VFG007812,VF0811,VFC0272
VFG007813,VF0811,VFC0272
VFG007814,VF0812,VFC0272
VFG007815,VF0812,VFC0272
VFG007819,VF0812,VFC0272
VFG007821,VF0309,VFC0258
VFG007822,VF0309,VFC0258
VFG007823,VF0309,VFC0258
VFG007825,VF0309,VFC0258
VFG007826,VF0309,VFC0258
VFG007828,VF0309,VFC0258
VFG007829,VF0309,VFC0258
VFG007830,VF0309,VFC0258
VFG007831,VF0309,VFC0258
VFG007832,VF0309,VFC0258
VFG007835,VF0309,VFC0258
VFG007836,VF0309,VFC0258
VFG007837,VF0309,VFC0258
VFG007838,VF0309,VFC0258
VFG007839,VF0309,VFC0258
VFG007840,VF0309,VFC0258
VFG007841,VF0309,VFC0258
VFG007842,VF0309,VFC0258
VFG007843,VF0309,VFC0258
VFG007844,VF0309,VFC0258
VFG007845,VF0309,VFC0258
VFG007847,VF0309,VFC0258
VFG007849,VF0309,VFC0258
VFG007851,VF0309,VFC0258
VFG007854,VF0309,VFC0258
VFG007855,VF0309,VFC0258
VFG007856,VF0309,VFC0258
VFG007857,VF0309,VFC0258
VFG007860,VF0309,VFC0258
VFG007862,VF0309,VFC0258
VFG007863,VF0309,VFC0258
VFG007864,VF0309,VFC0258
VFG007865,VF0309,VFC0258
VFG007866,VF0309,VFC0258
VFG007869,VF0309,VFC0258
VFG007871,VF0309,VFC0258
VFG007872,VF0309,VFC0258
VFG007873,VF0309,VFC0258
VFG007874,VF0309,VFC0258
VFG007875,VF0309,VFC0258
VFG007876,VF0309,VFC0258
VFG007878,VF0309,VFC0258
VFG007883,VF0309,VFC0258
VFG007884,VF0309,VFC0258
VFG007885,VF0309,VFC0258
VFG007886,VF0309,VFC0258
VFG007887,VF0309,VFC0258
VFG007893,VF0309,VFC0258
VFG007895,VF0309,VFC0258
VFG007896,VF0309,VFC0258
VFG007902,VF0309,VFC0258
VFG007903,VF0309,VFC0258
VFG007904,VF0309,VFC0258
VFG007907,VF0309,VFC0258
VFG007909,VF0309,VFC0258
VFG007911,VF0309,VFC0258
VFG007912,VF0309,VFC0258
VFG007913,VF0309,VFC0258
VFG007914,VF0309,VFC0258
VFG007915,VF0309,VFC0258
VFG007918,VF0309,VFC0258
VFG007923,VF0309,VFC0258
VFG007924,VF0309,VFC0258
VFG007925,VF0309,VFC0258
VFG007926,VF0309,VFC0258
VFG007927,VF0309,VFC0258
VFG007928,VF0309,VFC0258
VFG007929,VF0309,VFC0258
VFG007937,VF0309,VFC0258
VFG007938,VF0309,VFC0258
VFG007939,VF0309,VFC0258
VFG007940,VF0309,VFC0258
VFG007941,VF0309,VFC0258
VFG007942,VF0309,VFC0258
VFG007943,VF0309,VFC0258
VFG007946,VF0309,VFC0258
VFG007951,VF0309,VFC0258
VFG007953,VF0309,VFC0258
VFG007958,VF0309,VFC0258
VFG007959,VF0309,VFC0258
VFG007964,VF0309,VFC0258
VFG007965,VF0309,VFC0258
VFG007971,VF0309,VFC0258
VFG007972,VF0309,VFC0258
VFG007973,VF0841,VFC0258
VFG007974,VF0309,VFC0258
VFG007979,VF0309,VFC0258
