VFGID,VFID,VFCID
VFG043949,VF0658,VFC0235
VFG043950,VF0658,VFC0235
VFG043951,VF0658,VFC0235
VFG043952,VF0658,VFC0235
VFG043953,VF0658,VFC0235
VFG043954,VF1328,VFC0235
VFG043955,VF1329,VFC0235
VFG043956,VF0658,VFC0235
VFG043958,VF0658,VFC0235
VFG043959,VF0658,VFC0235
VFG043960,VF0658,VFC0235
VFG043961,VF1320,VFC0235
VFG043962,VF1321,VFC0235
VFG043965,VF0658,VFC0235
VFG043966,VF0658,VFC0235
VFG043967,VF0658,VFC0235
VFG043968,VF0658,VFC0235
VFG043970,VF0658,VFC0235
VFG043971,VF0658,VFC0235
VFG043972,VF0658,VFC0235
VFG043973,VF0658,VFC0235
VFG043974,VF0658,VFC0235
VFG043975,VF0658,VFC0235
VFG043978,VF1180,VFC0235
VFG043979,VF1181,VFC0235
VFG043980,VF1184,VFC0235
VFG043981,VF1185,VFC0235
VFG043982,VF1186,VFC0235
VFG043983,VF1187,VFC0235
VFG043984,VF0989,VFC0235
VFG043985,VF1188,VFC0235
VFG043986,VF1189,VFC0235
VFG043987,VF1190,VFC0235
VFG043988,VF0534,VFC0235
VFG043989,VF0534,VFC0235
VFG043991,VF1322,VFC0235
VFG043992,VF1330,VFC0235
VFG043993,VF1313,VFC0235
VFG043994,VF0250,VFC0235
VFG043995,VF0250,VFC0235
VFG043996,VF0149,VFC0235
VFG043997,VF0149,VFC0235
VFG043998,VF0149,VFC0235
VFG043999,VF0149,VFC0235
VFG044000,VF0149,VFC0235
VFG044001,VF0382,VFC0235
VFG044002,VF0382,VFC0235
VFG044003,VF0382,VFC0235
VFG044004,VF0382,VFC0235
VFG044005,VF0382,VFC0235
VFG044006,VF1316,VFC0235
VFG044007,VF1309,VFC0235
VFG044008,VF1317,VFC0235
VFG044009,VF0018,VFC0235
VFG044010,VF0018,VFC0235
VFG044011,VF0018,VFC0235
VFG044013,VF0018,VFC0235
VFG044014,VF0018,VFC0235
VFG044015,VF0597,VFC0235
VFG044017,VF1323,VFC0235
VFG044018,VF1324,VFC0235
VFG044020,VF0735,VFC0235
VFG044024,VF0416,VFC0235
VFG044025,VF0384,VFC0235
VFG044026,VF0658,VFC0235
VFG044027,VF0658,VFC0235
VFG044028,VF0658,VFC0235
VFG044029,VF0658,VFC0235
VFG044030,VF0934,VFC0271
VFG044031,VF0658,VFC0235
VFG044032,VF0658,VFC0235
VFG044033,VF0658,VFC0235
VFG044034,VF0658,VFC0235
VFG044035,VF0658,VFC0235
VFG044036,VF0481,VFC0235
VFG044037,VF0481,VFC0235
VFG044038,VF0481,VFC0235
VFG044039,VF0481,VFC0235
VFG044040,VF0611,VFC0235
VFG044041,VF1318,VFC0235
VFG044042,VF0611,VFC0235
VFG044043,VF0611,VFC0235
VFG044044,VF0518,VFC0235
VFG044065,VF0658,VFC0235
VFG044066,VF1182,VFC0235
VFG044067,VF1183,VFC0235
VFG044068,VF0658,VFC0235
VFG044069,VF0658,VFC0235
VFG044070,VF0859,VFC0272
VFG044071,VF0859,VFC0272
VFG044072,VF0859,VFC0272
VFG044073,VF0725,VFC0272
VFG044074,VF0724,VFC0272
VFG044075,VF0724,VFC0272
VFG044076,VF0724,VFC0272
VFG044077,VF0724,VFC0272
VFG044078,VF0724,VFC0272
VFG044079,VF0094,VFC0272
VFG044080,VF0094,VFC0272
VFG044081,VF0094,VFC0272
VFG044082,VF0094,VFC0272
VFG044083,VF0094,VFC0272
VFG044084,VF0094,VFC0272
VFG044085,VF0094,VFC0272
VFG044086,VF0094,VFC0272
VFG044087,VF0094,VFC0272
VFG044088,VF0094,VFC0272
VFG044089,VF0939,VFC0272
VFG044090,VF0939,VFC0272
VFG044091,VF0939,VFC0272
VFG044092,VF0939,VFC0272
VFG044093,VF0939,VFC0272
VFG044094,VF0939,VFC0272
VFG044095,VF0939,VFC0272
VFG044096,VF0095,VFC0272
VFG044097,VF0095,VFC0272
VFG044098,VF0095,VFC0272
VFG044099,VF0941,VFC0272
VFG044100,VF0941,VFC0272
VFG044101,VF0941,VFC0272
VFG044102,VF0941,VFC0272
VFG044103,VF0941,VFC0272
VFG044104,VF0941,VFC0272
VFG044105,VF1106,VFC0272
VFG044106,VF1106,VFC0272
VFG044107,VF1106,VFC0272
VFG044108,VF1106,VFC0272
VFG044110,VF0689,VFC0272
VFG044111,VF0689,VFC0272
VFG044112,VF0689,VFC0272
VFG044113,VF0689,VFC0272
VFG044114,VF0689,VFC0272
VFG044115,VF0689,VFC0272
VFG044116,VF0689,VFC0272
VFG044117,VF0688,VFC0272
VFG044118,VF0688,VFC0272
VFG044119,VF0688,VFC0272
VFG044120,VF0688,VFC0272
VFG044121,VF0688,VFC0272
VFG044122,VF0688,VFC0272
VFG044123,VF0688,VFC0272
VFG044124,VF0688,VFC0272
VFG044125,VF0739,VFC0272
VFG044126,VF0739,VFC0272
VFG044127,VF0739,VFC0272
VFG044128,VF0291,VFC0272
VFG044129,VF1250,VFC0272
VFG044130,VF1250,VFC0272
VFG044131,VF1250,VFC0272
VFG044132,VF1250,VFC0272
VFG044133,VF1250,VFC0272
VFG044134,VF1250,VFC0272
VFG044135,VF1030,VFC0272
VFG044136,VF1030,VFC0272
VFG044137,VF1030,VFC0272
VFG044138,VF1030,VFC0272
VFG044139,VF1030,VFC0272
VFG044140,VF1029,VFC0272
VFG044141,VF1029,VFC0272
VFG044142,VF1029,VFC0272
VFG044143,VF1029,VFC0272
VFG044144,VF1029,VFC0272
VFG044145,VF1029,VFC0272
VFG044146,VF0972,VFC0272
VFG044147,VF0972,VFC0272
VFG044148,VF0972,VFC0272
VFG044149,VF0972,VFC0272
VFG044150,VF0972,VFC0272
VFG044151,VF0940,VFC0272
VFG044152,VF0940,VFC0272
VFG044153,VF0940,VFC0272
VFG044154,VF0940,VFC0272
VFG044155,VF0940,VFC0272
VFG044156,VF0940,VFC0272
VFG044157,VF0940,VFC0272
VFG044159,VF0228,VFC0272
VFG044165,VF0228,VFC0272
VFG044171,VF1160,VFC0272
VFG044172,VF0227,VFC0272
VFG044173,VF0631,VFC0272
VFG044174,VF0631,VFC0272
VFG044175,VF0631,VFC0272
VFG044176,VF0631,VFC0272
VFG044177,VF0631,VFC0272
VFG044178,VF0631,VFC0272
VFG044179,VF0631,VFC0272
VFG044180,VF0631,VFC0272
VFG044181,VF0631,VFC0272
VFG044182,VF0631,VFC0272
VFG044183,VF0631,VFC0272
VFG044184,VF0626,VFC0272
VFG044185,VF0626,VFC0272
VFG044186,VF0626,VFC0272
VFG044187,VF0626,VFC0272
VFG044188,VF0626,VFC0272
VFG044189,VF0681,VFC0272
VFG044190,VF0681,VFC0272
VFG044191,VF0681,VFC0272
VFG044192,VF0681,VFC0272
VFG044193,VF0681,VFC0272
VFG044194,VF0551,VFC0272
VFG044195,VF0551,VFC0272
VFG044196,VF0551,VFC0272
VFG044197,VF0551,VFC0272
VFG044198,VF0551,VFC0272
VFG044199,VF0551,VFC0272
VFG044200,VF0922,VFC0272
VFG044201,VF0922,VFC0272
VFG044202,VF0922,VFC0272
VFG044209,VF0584,VFC0272
VFG044210,VF0584,VFC0272
VFG044211,VF0672,VFC0272
VFG044212,VF0672,VFC0272
VFG044213,VF0672,VFC0272
VFG044214,VF0672,VFC0272
VFG044215,VF0672,VFC0272
VFG044216,VF0672,VFC0272
VFG044217,VF0672,VFC0272
VFG044218,VF0672,VFC0272
VFG044219,VF0584,VFC0272
VFG044220,VF0584,VFC0272
VFG044221,VF0584,VFC0272
VFG044222,VF0584,VFC0272
VFG044223,VF0936,VFC0272
VFG044224,VF0936,VFC0272
VFG044225,VF0936,VFC0272
VFG044226,VF0936,VFC0272
VFG044227,VF0936,VFC0272
VFG044228,VF0936,VFC0272
VFG044229,VF0936,VFC0272
VFG044230,VF0936,VFC0272
VFG044231,VF0936,VFC0272
VFG044232,VF0936,VFC0272
VFG044233,VF0936,VFC0272
VFG044234,VF0936,VFC0272
VFG044235,VF0649,VFC0272
VFG044236,VF1031,VFC0272
VFG044237,VF1031,VFC0272
VFG044238,VF1031,VFC0272
VFG044239,VF1031,VFC0272
VFG044240,VF1031,VFC0272
VFG044241,VF1031,VFC0272
VFG044242,VF0650,VFC0272
VFG044243,VF0650,VFC0272
VFG044244,VF0650,VFC0272
VFG044245,VF0650,VFC0272
VFG044246,VF0650,VFC0272
VFG044247,VF0650,VFC0272
VFG044248,VF0650,VFC0272
VFG044249,VF0650,VFC0272
VFG044250,VF0650,VFC0272
VFG044251,VF1014,VFC0272
VFG044252,VF1014,VFC0272
VFG044253,VF1014,VFC0272
VFG044254,VF1014,VFC0272
VFG044255,VF1014,VFC0272
VFG044256,VF1014,VFC0272
VFG044257,VF1014,VFC0272
VFG044258,VF1014,VFC0272
VFG044259,VF1014,VFC0272
VFG044260,VF1014,VFC0272
VFG044261,VF1014,VFC0272
VFG044262,VF1014,VFC0272
VFG044266,VF0015,VFC0272
VFG044268,VF0015,VFC0272
VFG044269,VF0015,VFC0272
VFG044271,VF1013,VFC0272
VFG044272,VF1013,VFC0272
VFG044273,VF1013,VFC0272
VFG044274,VF1013,VFC0272
VFG044275,VF1013,VFC0272
VFG044276,VF1013,VFC0272
VFG044277,VF1013,VFC0272
VFG044278,VF1241,VFC0272
VFG044279,VF1241,VFC0272
VFG044280,VF1252,VFC0272
VFG044281,VF1252,VFC0272
VFG044282,VF1252,VFC0272
VFG044283,VF1252,VFC0272
VFG044284,VF1252,VFC0272
VFG044285,VF1252,VFC0272
VFG044286,VF1252,VFC0272
VFG044287,VF1252,VFC0272
VFG044288,VF1252,VFC0272
VFG044289,VF1252,VFC0272
VFG044290,VF1252,VFC0272
VFG044291,VF1253,VFC0272
VFG044292,VF1253,VFC0272
VFG044293,VF1253,VFC0272
VFG044294,VF1253,VFC0272
VFG044295,VF1253,VFC0272
VFG044296,VF1251,VFC0272
VFG044297,VF1251,VFC0272
VFG044298,VF1251,VFC0272
VFG044299,VF1251,VFC0272
VFG044300,VF1251,VFC0272
VFG044301,VF1251,VFC0272
VFG044302,VF1251,VFC0272
VFG044303,VF1251,VFC0272
VFG044304,VF1251,VFC0272
VFG044305,VF1251,VFC0272
VFG044306,VF0693,VFC0272
VFG044307,VF0701,VFC0272
VFG044308,VF0701,VFC0272
VFG044309,VF0701,VFC0272
VFG044310,VF0701,VFC0272
VFG044311,VF0701,VFC0272
VFG044312,VF0701,VFC0272
VFG044313,VF0701,VFC0272
VFG044314,VF0701,VFC0272
VFG044315,VF0701,VFC0272
VFG044316,VF0701,VFC0272
VFG044317,VF0701,VFC0272
VFG044318,VF0701,VFC0272
VFG044319,VF0701,VFC0272
VFG044320,VF0701,VFC0272
VFG044321,VF0701,VFC0272
VFG044322,VF0563,VFC0272
VFG044323,VF0564,VFC0272
VFG044324,VF0564,VFC0272
VFG044326,VF0564,VFC0272
VFG044328,VF0564,VFC0272
VFG044329,VF0564,VFC0272
VFG044330,VF0564,VFC0272
VFG044331,VF0564,VFC0272
VFG044332,VF0564,VFC0272
VFG044333,VF0564,VFC0272
VFG044334,VF0563,VFC0272
VFG044335,VF0563,VFC0272
VFG044336,VF0563,VFC0272
VFG044337,VF0563,VFC0272
VFG044338,VF1244,VFC0272
VFG044339,VF1244,VFC0272
VFG044340,VF1244,VFC0272
VFG044341,VF1244,VFC0272
VFG044342,VF1249,VFC0272
VFG044343,VF1249,VFC0272
VFG044344,VF1248,VFC0272
VFG044345,VF1248,VFC0272
VFG044346,VF0550,VFC0272
VFG044347,VF1243,VFC0272
VFG044348,VF1243,VFC0272
VFG044349,VF1243,VFC0272
VFG044350,VF1243,VFC0272
VFG044351,VF1243,VFC0272
VFG044352,VF1243,VFC0272
VFG044353,VF1243,VFC0272
VFG044354,VF1243,VFC0272
VFG044355,VF1243,VFC0272
VFG044356,VF1243,VFC0272
VFG044357,VF1243,VFC0272
VFG044358,VF1243,VFC0272
VFG044359,VF1242,VFC0272
VFG044360,VF1242,VFC0272
VFG044361,VF1242,VFC0272
VFG044362,VF1242,VFC0272
VFG044363,VF1242,VFC0272
VFG044364,VF1242,VFC0272
VFG044365,VF1242,VFC0272
VFG044366,VF1242,VFC0272
VFG044367,VF1242,VFC0272
VFG044368,VF1242,VFC0272
VFG044369,VF1242,VFC0272
VFG044370,VF0937,VFC0272
VFG044371,VF0937,VFC0272
VFG044372,VF0937,VFC0272
VFG044373,VF0937,VFC0272
VFG044374,VF0937,VFC0272
VFG044375,VF0937,VFC0272
VFG044376,VF0937,VFC0272
VFG044377,VF0937,VFC0272
VFG044378,VF0937,VFC0272
VFG044379,VF0937,VFC0272
VFG044380,VF0937,VFC0272
VFG044381,VF0937,VFC0272
VFG044382,VF0937,VFC0272
VFG044383,VF0937,VFC0272
VFG044384,VF0938,VFC0272
VFG044385,VF0938,VFC0272
VFG044386,VF0938,VFC0272
VFG044387,VF0938,VFC0272
VFG044388,VF0938,VFC0272
VFG044389,VF0938,VFC0272
VFG044390,VF0938,VFC0272
VFG044391,VF0938,VFC0272
VFG044392,VF0938,VFC0272
VFG044393,VF0938,VFC0272
VFG044394,VF0938,VFC0272
VFG044395,VF0938,VFC0272
VFG044396,VF0938,VFC0272
VFG044397,VF0938,VFC0272
VFG044398,VF0938,VFC0272
VFG044399,VF0938,VFC0272
VFG044400,VF0938,VFC0272
VFG044401,VF1254,VFC0272
VFG044402,VF1254,VFC0272
VFG044403,VF1254,VFC0272
VFG044404,VF1254,VFC0272
VFG044405,VF1254,VFC0272
VFG044406,VF1254,VFC0272
VFG044407,VF1254,VFC0272
VFG044408,VF1245,VFC0272
VFG044409,VF1245,VFC0272
VFG044410,VF1245,VFC0272
VFG044411,VF1245,VFC0272
VFG044412,VF1245,VFC0272
VFG044413,VF1245,VFC0272
VFG044414,VF1245,VFC0272
VFG044415,VF1245,VFC0272
VFG044416,VF1245,VFC0272
VFG044417,VF1245,VFC0272
VFG044418,VF1245,VFC0272
VFG044419,VF1245,VFC0272
VFG044420,VF1245,VFC0272
VFG044421,VF1245,VFC0272
VFG044422,VF1245,VFC0272
VFG044423,VF1245,VFC0272
VFG044424,VF1245,VFC0272
VFG044425,VF1245,VFC0272
VFG044426,VF1246,VFC0272
VFG044427,VF1246,VFC0272
VFG044428,VF1246,VFC0272
VFG044429,VF1246,VFC0272
VFG044430,VF1246,VFC0272
VFG044431,VF1246,VFC0272
VFG044432,VF1246,VFC0272
VFG044433,VF1246,VFC0272
VFG044434,VF1246,VFC0272
VFG044435,VF1246,VFC0272
VFG044436,VF1247,VFC0272
VFG044437,VF1247,VFC0272
VFG044438,VF1247,VFC0272
VFG044439,VF1247,VFC0272
VFG044440,VF1247,VFC0272
VFG044441,VF1247,VFC0272
VFG044442,VF0015,VFC0272
VFG044443,VF0015,VFC0272
VFG044444,VF1145,VFC0001
VFG044445,VF0934,VFC0271
VFG044446,VF0934,VFC0271
VFG044447,VF0934,VFC0271
VFG044448,VF0934,VFC0271
VFG044449,VF0934,VFC0271
VFG044450,VF0658,VFC0235
VFG044452,VF0658,VFC0235
VFG044453,VF0658,VFC0235
VFG044454,VF0658,VFC0235
VFG044455,VF0344,VFC0086
VFG044456,VF0711,VFC0086
VFG044457,VF0344,VFC0086
VFG044458,VF0344,VFC0086
VFG044459,VF0711,VFC0086
VFG044460,VF0344,VFC0086
VFG044461,VF0344,VFC0086
VFG044462,VF0344,VFC0086
VFG044463,VF0344,VFC0086
VFG044465,VF0409,VFC0086
VFG044466,VF0409,VFC0086
VFG044467,VF0409,VFC0086
VFG044468,VF0409,VFC0086
VFG044469,VF0409,VFC0086
VFG044470,VF0409,VFC0086
VFG045296,VF0171,VFC0258
VFG045297,VF0171,VFC0258
VFG045298,VF0171,VFC0258
VFG045299,VF0171,VFC0258
VFG045300,VF0171,VFC0258
VFG045301,VF0171,VFC0258
VFG045302,VF0171,VFC0258
VFG045303,VF0171,VFC0258
VFG045304,VF0171,VFC0258
VFG045305,VF0171,VFC0258
VFG045306,VF0171,VFC0258
VFG045307,VF0171,VFC0258
VFG045308,VF0171,VFC0258
VFG045309,VF0171,VFC0258
VFG045310,VF0171,VFC0258
VFG045312,VF0171,VFC0258
VFG045313,VF0171,VFC0258
VFG045314,VF0171,VFC0258
VFG045315,VF0171,VFC0258
VFG045316,VF0171,VFC0258
VFG045317,VF0171,VFC0258
VFG045318,VF0171,VFC0258
VFG045319,VF0171,VFC0258
VFG045320,VF0171,VFC0258
VFG045321,VF0171,VFC0258
VFG045323,VF0171,VFC0258
VFG045324,VF0171,VFC0258
VFG045325,VF0171,VFC0258
VFG045326,VF0162,VFC0346
VFG045327,VF0167,VFC0282
VFG045328,VF0188,VFC0235
VFG045329,VF0271,VFC0272
VFG045330,VF0291,VFC0272
VFG045331,VF0410,VFC0235
VFG045332,VF0410,VFC0235
VFG045333,VF0410,VFC0235
VFG045334,VF0410,VFC0235
VFG045335,VF0410,VFC0235
VFG045336,VF0410,VFC0235
VFG045337,VF0410,VFC0235
VFG045338,VF0410,VFC0235
VFG045340,VF0695,VFC0086
VFG045341,VF0415,VFC0083
VFG045342,VF0508,VFC0001
VFG045343,VF0509,VFC0001
VFG045344,VF0507,VFC0001
VFG045345,VF0512,VFC0001
VFG045346,VF0513,VFC0001
VFG045347,VF0511,VFC0235
VFG045348,VF0511,VFC0235
VFG045349,VF0506,VFC0001
VFG045355,VF0520,VFC0258
VFG045357,VF0520,VFC0258
VFG045360,VF0520,VFC0258
VFG045361,VF0520,VFC0258
VFG045362,VF0520,VFC0258
VFG045365,VF0520,VFC0258
VFG045368,VF0520,VFC0258
VFG045369,VF0520,VFC0258
VFG045370,VF0520,VFC0258
VFG045372,VF0520,VFC0258
VFG045373,VF0520,VFC0258
VFG045374,VF0520,VFC0258
VFG045375,VF0520,VFC0258
VFG045376,VF0520,VFC0258
VFG045377,VF0520,VFC0258
VFG045378,VF0520,VFC0258
VFG045379,VF0520,VFC0258
VFG045381,VF0520,VFC0258
VFG045383,VF0520,VFC0258
VFG045384,VF0520,VFC0258
VFG045385,VF0520,VFC0258
VFG045386,VF0520,VFC0258
VFG045387,VF0520,VFC0258
VFG045388,VF0520,VFC0258
VFG045390,VF0520,VFC0258
VFG045391,VF0520,VFC0258
VFG045393,VF0520,VFC0258
VFG045395,VF0520,VFC0258
VFG045396,VF0520,VFC0258
VFG045400,VF0520,VFC0258
VFG045402,VF0520,VFC0258
VFG045403,VF0520,VFC0258
VFG045407,VF0520,VFC0258
VFG045408,VF0520,VFC0258
VFG045409,VF0520,VFC0258
VFG045411,VF0520,VFC0258
VFG045413,VF0520,VFC0258
VFG045414,VF0520,VFC0258
VFG045418,VF0520,VFC0258
VFG045424,VF0520,VFC0258
VFG045425,VF0520,VFC0258
VFG045426,VF0520,VFC0258
VFG045428,VF0520,VFC0258
VFG045431,VF0520,VFC0258
VFG045432,VF0520,VFC0258
VFG045437,VF0520,VFC0258
VFG045438,VF0520,VFC0258
VFG045439,VF0520,VFC0258
VFG045440,VF0520,VFC0258
VFG045441,VF0520,VFC0258
VFG045452,VF0520,VFC0258
VFG045453,VF0520,VFC0258
VFG045454,VF0520,VFC0258
VFG045462,VF0520,VFC0258
VFG045463,VF0520,VFC0258
VFG045464,VF0413,VFC0258
VFG045465,VF0412,VFC0258
VFG045466,VF0522,VFC0258
VFG045467,VF0432,VFC0301
VFG045468,VF0263,VFC0272
VFG045469,VF0520,VFC0258
VFG045470,VF0356,VFC0235
VFG045472,VF0356,VFC0235
VFG045473,VF0356,VFC0235
VFG045474,VF0356,VFC0235
VFG045475,VF0798,VFC0086
VFG045476,VF0798,VFC0086
VFG045477,VF0798,VFC0086
VFG045478,VF0798,VFC0086
VFG045479,VF0798,VFC0086
VFG045480,VF0798,VFC0086
VFG045481,VF0798,VFC0086
VFG045482,VF0798,VFC0086
VFG045483,VF0798,VFC0086
VFG045484,VF0798,VFC0086
VFG045485,VF0798,VFC0086
VFG045486,VF0798,VFC0086
VFG045487,VF0798,VFC0086
VFG045488,VF0798,VFC0086
VFG045489,VF0798,VFC0086
VFG045490,VF0798,VFC0086
VFG045491,VF0798,VFC0086
VFG045492,VF0798,VFC0086
VFG045493,VF0798,VFC0086
VFG045494,VF0798,VFC0086
VFG045495,VF0798,VFC0086
VFG045496,VF0798,VFC0086
VFG045497,VF0798,VFC0086
VFG045498,VF0798,VFC0086
VFG045499,VF0798,VFC0086
VFG045500,VF0798,VFC0086
VFG045501,VF0798,VFC0086
VFG045502,VF0798,VFC0086
VFG045503,VF0798,VFC0086
VFG045504,VF0798,VFC0086
VFG045505,VF0798,VFC0086
VFG045506,VF0798,VFC0086
VFG045507,VF0798,VFC0086
VFG045508,VF0798,VFC0086
VFG045509,VF0798,VFC0086
VFG045510,VF0798,VFC0086
VFG045511,VF0798,VFC0086
VFG045512,VF0798,VFC0086
VFG045513,VF0798,VFC0086
VFG045514,VF0798,VFC0086
VFG045515,VF0798,VFC0086
VFG045516,VF0798,VFC0086
VFG045517,VF0798,VFC0086
VFG045518,VF0798,VFC0086
VFG045519,VF0798,VFC0086
VFG045520,VF0798,VFC0086
VFG045521,VF0798,VFC0086
VFG045522,VF0798,VFC0086
VFG045523,VF0798,VFC0086
VFG045524,VF0798,VFC0086
VFG045525,VF0798,VFC0086
VFG045526,VF0798,VFC0086
VFG045527,VF0798,VFC0086
VFG045528,VF0798,VFC0086
VFG045529,VF0798,VFC0086
VFG045530,VF0798,VFC0086
VFG045531,VF0798,VFC0086
VFG045532,VF0798,VFC0086
VFG045533,VF0798,VFC0086
VFG045534,VF0798,VFC0086
VFG045535,VF0798,VFC0086
VFG045536,VF0798,VFC0086
VFG045537,VF0798,VFC0086
VFG045538,VF0798,VFC0086
VFG045539,VF0798,VFC0086
VFG045540,VF0798,VFC0086
VFG045541,VF0798,VFC0086
VFG045542,VF0798,VFC0086
VFG045543,VF0798,VFC0086
VFG045544,VF0798,VFC0086
VFG045545,VF0798,VFC0086
VFG045546,VF0798,VFC0086
VFG045547,VF0798,VFC0086
VFG045548,VF0798,VFC0086
VFG045549,VF0798,VFC0086
VFG045550,VF0798,VFC0086
VFG045551,VF0798,VFC0086
VFG045552,VF0798,VFC0086
VFG045553,VF0798,VFC0086
VFG045554,VF0798,VFC0086
VFG045555,VF0798,VFC0086
VFG045556,VF0798,VFC0086
VFG045557,VF0798,VFC0086
VFG045558,VF0798,VFC0086
VFG045559,VF0798,VFC0086
VFG045560,VF0798,VFC0086
VFG045561,VF0798,VFC0086
VFG045562,VF0798,VFC0086
VFG045563,VF0798,VFC0086
VFG045564,VF0798,VFC0086
VFG045565,VF0798,VFC0086
VFG045566,VF0798,VFC0086
VFG045567,VF0798,VFC0086
VFG045568,VF0798,VFC0086
VFG045569,VF0798,VFC0086
VFG045570,VF0798,VFC0086
VFG045571,VF0798,VFC0086
VFG045572,VF0798,VFC0086
VFG045573,VF0798,VFC0086
VFG045574,VF0798,VFC0086
VFG045575,VF0798,VFC0086
VFG045576,VF0798,VFC0086
VFG045577,VF0798,VFC0086
VFG045578,VF0798,VFC0086
VFG045579,VF0798,VFC0086
VFG045580,VF0798,VFC0086
VFG045581,VF0798,VFC0086
VFG045582,VF0798,VFC0086
VFG045583,VF0798,VFC0086
VFG045584,VF0798,VFC0086
VFG045585,VF0798,VFC0086
VFG045586,VF0798,VFC0086
VFG045587,VF0798,VFC0086
VFG045588,VF0798,VFC0086
VFG045589,VF0798,VFC0086
VFG045590,VF0798,VFC0086
VFG045591,VF0798,VFC0086
VFG045592,VF0798,VFC0086
VFG045593,VF0798,VFC0086
VFG045594,VF0798,VFC0086
VFG045595,VF0798,VFC0086
VFG045596,VF0798,VFC0086
VFG045597,VF0798,VFC0086
VFG045598,VF0798,VFC0086
VFG045599,VF0798,VFC0086
VFG045600,VF0798,VFC0086
VFG045601,VF0798,VFC0086
VFG045602,VF0798,VFC0086
VFG045603,VF0798,VFC0086
VFG045604,VF0798,VFC0086
VFG045605,VF0798,VFC0086
VFG045606,VF0798,VFC0086
VFG045607,VF0798,VFC0086
VFG045608,VF0798,VFC0086
VFG045609,VF0798,VFC0086
VFG045610,VF0353,VFC0001
VFG045611,VF0353,VFC0001
VFG045614,VF0354,VFC0001
VFG045618,VF0355,VFC0001
VFG045619,VF0355,VFC0001
VFG045620,VF0419,VFC0001
VFG045623,VF0419,VFC0001
VFG045624,VF0418,VFC0001
VFG045626,VF0418,VFC0001
VFG045629,VF0539,VFC0001
VFG045631,VF0539,VFC0001
VFG045632,VF0539,VFC0001
VFG045635,VF0540,VFC0001
VFG045637,VF0538,VFC0001
VFG045638,VF0538,VFC0001
VFG045643,VF0538,VFC0001
VFG045644,VF0538,VFC0001
VFG045646,VF0538,VFC0001
VFG045649,VF0538,VFC0001
VFG045650,VF0538,VFC0001
VFG045655,VF0538,VFC0001
VFG045656,VF0538,VFC0001
VFG045660,VF0357,VFC0251
VFG045661,VF0357,VFC0251
VFG045662,VF0358,VFC0251
VFG045663,VF0358,VFC0251
VFG045664,VF0359,VFC0251
VFG045665,VF0359,VFC0251
VFG045666,VF0359,VFC0251
VFG045667,VF0359,VFC0251
VFG045668,VF0362,VFC0271
VFG045670,VF0362,VFC0271
VFG045671,VF0362,VFC0271
VFG045674,VF0360,VFC0271
VFG045675,VF0360,VFC0271
VFG045676,VF0360,VFC0271
VFG045677,VF0360,VFC0271
VFG045678,VF0360,VFC0271
VFG045679,VF0360,VFC0271
VFG045682,VF0361,VFC0258
VFG045683,VF0361,VFC0258
VFG045686,VF0361,VFC0258
VFG045688,VF0361,VFC0258
VFG045692,VF0159,VFC0001
VFG045693,VF0161,VFC0001
VFG045694,VF0161,VFC0001
VFG045695,VF0155,VFC0001
VFG045696,VF0155,VFC0001
VFG045697,VF0155,VFC0001
VFG045698,VF0155,VFC0001
VFG045699,VF0155,VFC0001
VFG045700,VF0155,VFC0001
VFG045701,VF0155,VFC0001
VFG045702,VF0155,VFC0001
VFG045703,VF0155,VFC0001
VFG045704,VF0156,VFC0086
VFG045705,VF0153,VFC0315
VFG045706,VF0163,VFC0346
VFG045707,VF0163,VFC0346
VFG045708,VF0163,VFC0346
VFG045709,VF0163,VFC0346
VFG045710,VF0163,VFC0346
VFG045711,VF0163,VFC0346
VFG045712,VF0163,VFC0346
VFG045713,VF0163,VFC0346
VFG045714,VF0163,VFC0346
VFG045715,VF0292,VFC0272
VFG045716,VF0292,VFC0272
VFG045717,VF0292,VFC0272
VFG045718,VF0292,VFC0272
VFG045719,VF0292,VFC0272
VFG045720,VF0292,VFC0272
VFG045721,VF0160,VFC0272
VFG045722,VF0160,VFC0272
VFG045723,VF0290,VFC0272
VFG045724,VF0293,VFC0272
VFG045725,VF0293,VFC0272
VFG045726,VF0166,VFC0301
VFG045727,VF0261,VFC0301
VFG045728,VF0262,VFC0301
VFG045729,VF0262,VFC0301
VFG045730,VF0260,VFC0301
VFG045731,VF0156,VFC0086
VFG045732,VF0156,VFC0086
VFG045733,VF0156,VFC0086
VFG045734,VF0156,VFC0086
VFG045735,VF0156,VFC0086
VFG045736,VF0156,VFC0086
VFG045737,VF0156,VFC0086
VFG045738,VF0156,VFC0086
VFG045739,VF0156,VFC0086
VFG045740,VF0156,VFC0086
VFG045741,VF0156,VFC0086
VFG045742,VF0156,VFC0086
VFG045743,VF0156,VFC0086
VFG045744,VF0156,VFC0086
VFG045745,VF0156,VFC0086
VFG045746,VF0156,VFC0086
VFG045747,VF0156,VFC0086
VFG045748,VF0156,VFC0086
VFG045749,VF0156,VFC0086
VFG045750,VF0156,VFC0086
VFG045751,VF0156,VFC0086
VFG045752,VF0156,VFC0086
VFG045753,VF0156,VFC0086
VFG045754,VF0156,VFC0086
VFG045755,VF0154,VFC0086
VFG045756,VF0154,VFC0086
VFG045757,VF0154,VFC0086
